easyocr,image,levenstein,jaro,damerau,hamming,rating
"eur jstrand@ osb 3 egler www egger com аэ1 оа эiчь3 чzzz 'сазоззз= н fa > сsspiat5 ~oвsdise: ~faзeisz qoas fатzне е ве"" ечaaz сзsз зсэз##> ез 4 еиsз шa' а5 foise ыезз a . нuss в1 аnz ela 5 зез а з ge1 яаr > шаьвзыъ хэ1 ниэ _p: l1_ nne 5эш е21зевz01эеъ 41waua 5631 3 81 = фаотих an отуеz tat вiзz саizа3 aa; зоъъ наnuз aгz  = иаа aa",wood-13,-0.15559861672311248,0.240924728798264,1.152206192962194,2.0566520482882376,1.0020254086149318
aw <> {чу ziweill [eпн калевнлн rek 90o,wood-12,0.38586266949274556,-0.6942425032866728,2.2320735840218013,1.001474576571926,0.48780300924658404
7fi +f 1a!т& ая7 сен = иuz нокн сомac: къэd,wood-9,-0.29163241970043824,0.19876089589420798,-1.1129713466974462,0.9166924468263146,-0.7365985546374951
,wood-8,0.7474160378463124,-1.5688835125220357,-0.3445791996655255,-0.9377992199975547,-0.2566788810991663
50,wood-3,0.6808167848802973,1.3579183367803307,-0.7516035437960449,-0.36763814788862675,0.17887870506795756
21| kronobulld  | 1 nujin шgа/7льw 0 klorobuld p1 in 7140 0 йпаштатьдп klerobuil hka,wood-2,-0.1338685754028641,0.278761993974842,-0.8297102692058674,-1.3578312331933364,-0.8188332162304017
1 оsbз [тенезевяпш,wood-1,0.540854095424867,0.4708441644623655,1.0729161073451718,0.6941278001199843,-1.8938043737483101
,wood-5,-0.12007320130718342,-0.2839936231601996,0.10746144938035579,-0.6072592802030813,-1.5066978407148057
"9203 1у r  и z, 2.8 #-эx zu 12e9 шн minи",wood-4,-0.7649090047270894,-0.5040090706241637,-0.6421482866126621,-1.6030235440494216,0.06889282345155259
"[djaoug [paroug [dяoug [psoug [dяoug egmmnr ₽ хw ddg tpp п ww ddgroupp m wwddgrouppimu иnww adgroupp 'гu tыn 47495)970 76 71 tоn 47(495) 973-70 71 тел : +7(495) 973-76-71 тап +7(495) 973-76-71 топ 47(495) 973-76-71 лдстп формат 2750х1830 м* лдстп формат 2750х1830 мм лдстп формат 2750х1830 мм лдстп формат 2750х1830 мм лдстп формат 2750х1830 мм яблоня локарно opeх антикварный махагон дуб венге (линум) титан ddaoug [dgroug [pgrou₽ [iяrou₽ 1e клww ddgroupp ru www ddgroupp п [dgouв ~7095] 973-76 7 тол +7(495) 973-76-71 теп . +7(495) 973-76-71 www ddgroupp ru ddgrouppm тел:. +7(495) 973-76-71 длдсип сарыаг z750x1830 мы лдстп формат 2750х1830 мм лдстп формат 2750х1830 теп ` +7(495) 973-76-71 бук бавария светпый 265 ольха граево ясень шимо темныйм лдстп формат 2750х1830 мм лдстп формат 2750х1830 мм дуб выбеленный (понент) дуб атланта [ crыjв бd groug [e_group [dgroup ма tсегufaп ""ww ddgroupp ru www ddgroupp ru: www ddgroupp ru [dяou tee  +7i495) 973-76-72 tол 47(495)973-76-71 тел +7(495) 973-76-71 теп +7(495) 973-76-71 wmw ddgroupp mu лдстп фсрмат 2750х1630 мн лдстп формат 2750х1830 мм лдстп формат 2750х1830 мм лдстп формат 2750х1830 ттоп; +7(495) 973-76-71 бук бавария темный 255 вишня оксфорд дуб арденский (ясный) клен танзау mm лдстп формат 2750х1830 мм дуб паллада [dяoug [[лоч₽ wv dagmupp fu у dugrouppiu [dgrog [epurou тел 471495},973 70-711 tеm 474495)973 7671 wwwiddgrouppru www ddgruuppтu ld [roup лдстп формат 2750х1830 мм лдстп 2750х1830 taп) +7(495)973+76-71 топ  +7(496) 973-76*71 иw ddgroupp ru формат mм топ 47(495) 973 76-71 дуб седан бежовый (чфмк) лдстп формат 2750х1830 мм лдстп формат 2750х1830 мм белый ясонь светлый лдстп формат 2750х1830 мм дуб млечный шимо",wood-6,-0.6165008245167293,-0.043032961917315565,2.0537389884251844,-1.9804596211735965,0.6212161851970188
753,wood-7,0.054560363703355985,-2.4239731089245593,0.12635645627801192,-1.2425800667635958,0.9343149200581748
в >,wood-22,0.5285144425843488,-1.3733138898688535,-0.941599492284411,0.6716126109761611,0.9911475917269833
> y r,wood-20,-0.07081314806396302,-0.2701539707912063,-0.7397722381280548,-0.11735783287728935,-1.1842266482533879
a|е nih zig | s iwls e|f x] viul]т в k[r ly imlc с | р |,wood-21,1.9597797413608933,-0.047347503414844117,0.975817799498099,-0.22448829145159113,-0.06817435238646932
е k f в 9 m ie и,wood-19,-1.6206973561225417,0.861941507514748,-1.3513854765416617,-0.3528013140739479,-0.46318730099159283
,wood-18,0.09998701039893491,-0.7589672924941465,-1.4272853263433287,0.02676836637655835,0.41955543632031167
[meumanins soiingen,metal-1,0.14278068525406376,-0.8440305348198879,0.04302426626804415,-0.8869121345960975,-2.1268019371786435
5109402 2957 {,metal-2,0.08921452265969629,0.8766793488538291,-0.12717478592568815,-1.3085270565048004,1.135707205592449
> j@wy 4n155 nь = i18' k521эh [8.b0 irк > 20 552 зот,metal-3,0.613029938049938,0.33494870558764256,0.16105189924969093,-0.08441318118949781,-0.4255206236387151
"4,63 оea 425 ous 0э5",metal-7,-0.4023068526135458,-0.8594584086942084,-0.15742264594265107,-0.3199576633821828,-1.7394641498542442
"5nэ3[705 s 2мs ева""",metal-6,-0.4851373154444911,0.356288407038524,0.8869577366789225,-0.7692236388627351,-0.3080439902636757
лва,metal-4,1.7747606982822173,0.8039742500987628,0.6000169038953868,0.10079122478987211,0.421624038310401
э о 63,metal-5,-1.8903969695205507,0.5248349965505769,-0.5153937312065399,-0.09534576408898475,-0.762920304391723
folае,metal-19,-0.17298054284395536,0.034509276972521256,0.6121028658487769,0.5858550104224274,-0.20466930497481356
eales {(no silver fhaie wic livemnasterfu irat;,metal-18,0.017420797696369582,-1.0433362836681974,-0.39776349420801066,1.5165328271167449,-0.5073398852629684
1,metal-20,-1.006218892221547,-0.7714616669722493,0.7273037893891827,1.6293133057764562,-1.106585525707374
6 8т90 9 пдl 1,metal-13,-0.46117949485562,-1.3444691588777775,0.10364928866942262,0.4938338468296831,0.7291867106196683
nlcoбo raczlininml [782 1840 4983,metal-12,1.0766531319511583,0.15168851057710153,-0.3240506514256654,1.0328053374630868,-0.6728379334394605
57  1xiэs,metal-10,0.0907111433626362,-0.961622900153557,-1.3167433923671399,1.0360921100368097,0.33243144666224633
1,metal-11,-0.9365564307914985,0.7127370523878882,-0.4869006236659619,1.3414576074793205,0.9855818493398565
& e д16т k5 86 2 2 &,metal-15,1.3405105036829623,0.5093602616611282,2.1344278807722006,0.7419056821721289,0.16001880945332306
"nionsu &q- л0 720х 3ъ + с9-2о : 8 = 7 о&> 8 & 3o 8 0071 ; сq-1o 2 730 x 5o0  71ю 9т-ъэ 'oocxozl 47 ; ; , x'< t zо ; 8 04z $ 8 ё 8 8 oosxoel",metal-14,-0.9580001857152436,-0.3972854549560295,0.31771816057881885,-0.8083605713255724,-0.5352838868489295
20295-85 к-:18 20 ( 1 0 15 12040 гост ()9г2c 2-nu 63()-10),metal-16,-1.285946002873607,-1.6782706707719703,1.4372364057577127,0.28383467466271833,0.36361447381961864
aa manchimg bamd 14/36 cm sabian sabian,metal-17,-0.1958975411403351,3.0044473980604374,0.08323665586678956,-1.301111914418594,-0.0711700558393501
~х '+' 3 2011655 52544 12) 6( 1,metal-8,-1.0436300716955966,-1.6052291942593238,0.04996176987280523,-1.0151357490743034,-2.167005190915355
(32 6210 28 5582 g-ne ltu u65-6017 21 9801,metal-9,0.05545870551499804,-0.5202985345988662,-1.215903430782792,-1.4563391641497916,-0.820612782241179
€ ч]чк,silver-11,-0.685970900757485,-0.06009683155418056,-1.3905593427758873,-0.6220483877868539,0.1063593865702477
"м50900 aguutu e` , aguecg {31 7g u9",silver-10,0.533646167687066,0.42994232347922506,-0.915913075527565,-0.1282238752348943,0.6270467865040253
o77,silver-12,0.8686585568479452,-0.1813911995959446,0.8975745641981057,-0.6780958875765816,0.09419865613185266
4868,silver-13,2.863746118669549,-0.16398398733256722,0.5453776558345171,0.6365483692432016,1.466371155347537
scottsdale {fiie siilver {60 [@gpims,silver-17,0.9418220409124977,-0.14613225640916963,1.3671780143828003,-0.23992798119928752,0.7126509154282292
BG,silver-16,0.04081182987529264,-1.9371931056336864,-0.9412607591181227,1.0035176664916514,0.3082830289675632
"47 silver 107.8682 dunee . 9 9 tray "" ag",silver-8,0.6614192550771153,-0.8225724999114787,-1.0372955801502075,-1.327890217700249,-0.39389805783057524
8925 ьа,silver-14,-0.5000059444169598,-0.31935330392239514,-0.16127109619219449,-0.0890347978356439,-0.5619196699562594
,silver-15,0.050518057274227986,-0.7754866693342964,0.3684544084979092,0.886170652703277,-0.28093627053142145
5ш=,silver-9,0.3837941786242695,0.3596424398463392,0.6740295667638555,-0.04315153152875097,-0.4003279581498329
[if,silver-4,0.3267301555443206,0.04744335888270206,1.1085741742714137,-0.7699981844328176,-0.7814451402463577
"@ @ ( 1 8 { 5 @ 5 "" 8 2 vэ un8ar",silver-5,-2.198462232963955,-1.0206733607690721,1.746724081806706,2.4417130814985635,-0.2091035111430157
~х '+' 3 2011655 52544 12) 6( 1,silver-7,-0.22057771250054767,-0.9529116421061328,0.6822533499220991,1.0124035280266859,0.7764099065964414
gsj salver scottsdale * silver fla @unce 999 7 'лу тbusт @a87 {b @o2,silver-6,-0.6461758382926961,0.5000356481288286,1.9563153830766993,-0.26424462686290956,0.8230239311334103
one troy ounge 9 9 9 fine silver,silver-2,0.0239887818956651,0.2691271263042778,-0.1919645179789697,0.741838979854945,-0.024033013853735824
~ е < & 1 ~ 5i; | 9,silver-3,-0.09941290438036116,-1.0464662938115674,-1.3467694232940253,2.679859949525861,-1.0566217027883595
silver 999,silver-1,0.33892482543885216,0.5029479873447685,0.5967962365404598,2.1870227064042678,-0.2696489252590157
205/5or17,tyre-2,-0.3841261588692354,-0.4299048916744029,0.3247365556159801,1.2665748536660633,0.6303230302782231
тгiстiо^ r 16 r 16 1ma 360 efffif mtijre ~fenet emf 205/55 91v tubel 205/55 91v suef},tyre-3,0.2911782381947621,0.6219921985252537,-1.645987771028485,-1.0516368286316595,-0.6608799675925777
"024456 e11 pzioi1 s2""r2",tyre-1,-0.5048901822027781,-0.7177754927087973,1.2466063691949352,0.38758974139390634,0.10766696325165881
e1 [@ 75 % ki^ khg 00t7ё8 asi 43r - m52 000380 е 0 0 0 0 0 8 transp 2,glass-4,-0.30408491277836763,1.7157624259244393,-0.3444854402764524,0.4589137381463632,-0.3140497461974885
е1 saint-gobain sekurit 00727 м452 43r as1 001051 е 0 0 0 1 8 5,glass-5,-0.5454198807975112,0.47361128639976446,0.5041858146437449,1.048880033502617,-0.15690650289013888
@cз,glass-2,0.3097765927939364,2.066446088780853,0.2850839790819177,-1.1502555205200844,0.6638185201329447
€ ч]чк,glass-3,-0.4530630569734024,0.2904963110404184,-0.35572697219565663,-1.8631300633386436,0.833834120972525
camn я9e,glass-1,-0.222932497103076,1.4971203044928727,-0.6186411058977938,1.567372749320085,0.04391764058680906
"~ 3 7 f0) 9r 999 7сo 7 9939 730728 . vару '043 772074%' @fм 93999 6 . 1602836 406р66 ""0/462 , еэ39 урм aoulenb 730788 'u13 99 44",gold-1,1.6625278849881542,2.0708012102013584,-0.8804834443334714,1.2021567289911386,-0.6353979396732213
"3 3e 3 , с } c0o6'  1 { (pqgcmg злн",gold-3,-0.5878326032618189,0.20173767455008954,-0.20811985596879298,0.9156363547361767,-0.063588223254919
шu 8 3 8 8 (ci 3 n[. 8 8 8,gold-2,0.09196713673900504,0.621662753842128,0.22279668773066544,-1.7400080212097946,-0.3848275680032701
lm { < 20 1 0tzzi ge 67 7 2а3 о9 20 13 боше 1307886 20 . @бш (гэ 3980 20 1 3 о7т . v40 1 30 ( 88 ( орп @limil 9999 jackson 20 6z5 400 iaз 307222 @pm 9999 lo3sc,gold-6,0.1736667059831243,-1.2488516850315277,0.6741955949743219,-0.5775859239262355,0.21652186421312883
,gold-7,2.1316845633592143,-0.09005539845312459,1.3353795416554775,0.6295774449339682,0.03644471005697791
"1. a 9 7' "" } , ` (z144 гe орп 0 zzxl @fm 7283 693a 0 13 1307886 e g 20, @бш 1,7 ()f 9998 20 13 о zt , 4оаь0 1 30 ( 88 00 @lii fbegisus tane 9999 jagkson сzi - 400133 307222 9999",gold-5,-1.6276188938192997,-0.4796746637230912,1.158133792430809,-1.266997683420454,0.6320118781455032
"> & з : 8 м нг31 % 7 россид) ~ $  м : ' а 99,99 acua ea 1 $ 77704 8 2000 2",gold-4,-0.8371350187962531,0.6151988753717177,1.2159333464605897,-1.5645521849801411,-1.0819175742338225
,brick-1,0.05420801324513436,-1.6608122248131143,0.3073984213652359,-0.6434329392025794,-0.10258039641279233
{wuiuыgя,brick-2,0.040741842753358744,0.8919050452629156,0.04978729115487032,-0.04035558515944006,0.058181779065396455
#e # = 6s айфуксе,brick-3,-1.3678734988387014,-0.608107678717344,0.6578626758653766,-1.44196236857466,-0.2725098082506448
о о v v $ g 2 nym 3v5 3х2.5 щит b119- l=120м 012 14п-аов1 x02,plastic-8,0.9626144199086312,-0.8985441013749957,-0.6044351832738037,0.0127777863346182,-0.5680874650995013
ss' e =l  d6i rirc е см g51 е? pirc 65 ен 'отэ ₽ aal ne162 ` cernifig (e ы1rih algeg ; 'pife ft 12 ` apvc +1 199 #е5: cpnified n5628:₽ certif ied 2m sirih  ' kgбzpti19s9fm12 ohsi upvc 'sirim [ertified |  ~pipe 'upvc sirim| 'upvc,plastic-9,-1.8544504651934086,-1.8383169955906569,-0.044783545689948086,-1.1230039544927983,-1.1217363997332912
"'нижиекамск нефтьхим полистирол ту 2214-126 33,66801-2003 изготар ""ивается по лицензии ""фина текнолоджи инк"" maсca нетто; 25-0,25кг изготовпено ₽ россии",plastic-1,-1.1032395778601747,0.13252841672665125,0.5116537227826474,0.0085296278979694,-0.3882954110783321
"roicugoi""tiii ncc 94 423 ""*cf [6lfl [0(р5214 13 0465,10 маlериал юласс торговая марка эксплсяацим наружный дамерр юоммнальюое дaта толщина сенки давление выпюска лрм[-90 (",plastic-14,0.18314459039182918,1.2100784287845074,-0.41778782187992525,0.5310326371413306,-0.20446460974341912
tvn €е nvos c1yc) 2541 igх4oc oac 'eue 809c з0ov,plastic-2,1.695908311433816,-0.6246036227613313,-1.404622093324944,0.009050380249286184,-0.8057779447445587
"ссмфицированный 4212 класс 4 подкласс 41 сульфоуголь 21 тh вэд 3. жла окп 382454570 6216  ната изготсвления macca нетто +0,5 кг",plastic-3,0.8090738138787802,-0.0035377328569913854,0.38026877889934235,-1.4376950588207682,0.4962575712839059
"pipe 74 z5 74 64 tзs 'system hot fibre ppripp-rctippr-c tзs = 'system  ~gfipp-rct hot | fibre | sor pipe ppripp-rctippr-c 'system - gfipp  z-rct hotl 'fibre sor 'pipe 'ppripp '~rctippr-c ""gfipp-rct sor",plastic-11,0.01920543724074143,-0.5729045480994388,0.10244906044111243,-1.7596712309506917,-0.19639784508315822
prillammonium nltrato unno : 1942 dial 000 or 24 hr emerg no: 1800 600 402 [shade cool & dry away ajjiviso7c cn/370731/3600/1000 porousl nitrate namc: ammonlum оxiошпма дашмт hazchom: emergency {police fire brigade ~siore in isunliqht 'fnom,plastic-7,-1.7113041990063693,0.4903074225651959,1.6007348159804098,-1.0226033919248367,0.9108628632052006
4 1 # 1 i ; ill 1 g 3 & 8,plastic-6,-0.1510845265643412,1.3985565147472634,2.0313566467204613,1.7108381257923155,-0.16189627779814106
"jakko hоt & cold wftef fffl: fife {tife-a) fn ee eef 7 4 =l "" ' "" "" ыипь "" 1",plastic-10,0.4159297416995498,-0.7724801421298538,0.5018196009168072,0.27669336477103423,0.28761042107464857
проверять ежемесячно 4 - 25 / 30 ekf in 25 al 30 ma узо 6009] 415 эгпрокедн;нчеqое жвы гост ₽ 51326.1-99 c(€,plastic-12,-0.7904950128498669,-0.1737573415012722,-0.053285449784790676,-1.0586244679017014,-1.0220802726781377
#к вд1 63 25а 230 v sн; iin зma ~i,plastic-4,-0.05729169897504624,0.7836998075637954,-1.633331320605762,-0.5300432580563432,-0.5911034874914337
fk ik rii с16 16а ра0460 210 € im lnз0ме ') ₽ @{* 11,plastic-5,-0.47345279816031505,0.2892199858916432,-0.5298075887899514,-0.3620893255548905,-1.2068623051589593
"(ранитная крошка фракция 2,5-5 мм: фракционированный песок стсевов дробления фр i#; гост 31424-2010 плотность no прочности {дробирссти) ""стирламосту 2,5-5 1,25 iма нагыпнан ~-1400 марка щебня famo морозостойнос ha",plastic-13,2.294839090229881,0.6892265092305304,0.4560316488275758,-0.20174275969497973,-1.4189343797118954
Kilng КЪQQQ 7i = 5 2 Geria ON (T188,round-4,-1.868855056717821,0.979609036157416,-2.3906560018578986,0.7848916348061852,-0.3874242732144619
ГОД СЛЕДУЮЩЕГО ОСВИДЕТЕЛЬСТВОВАНИЯ ГОСТ или ТУ ГОД ВЫПУСКА ЗАВОДСКОЙ НОМЕР МАCСA ПУСТОГО БАЛЛОНА @Lk9? #JUUHg,round-3,-0.02938101626547099,2.9247565275642997,-0.9739999006360842,-0.6515082147174247,0.6713448575885667
6,round-2,-0.4907889237379112,-0.7502543502042288,-1.7752250320831868,1.1950530326708215,-0.8921539946037624
; 3 6 э2,round-1,-0.7421617795679584,0.6983843031630736,-0.38690461783188107,0.24450098834041553,0.8767143116954794
"щfс з26 #nali "" сц готш sтqf шlf ротбанд чпест шшfоx бтяrtмh ротбанте [nj [отбанд 20t guiar ппеет вппма )litox sthrt мh [иlf ротбанд foln пlt@иm апест [лиш; [ротбанд: ковл; 1m mc| gum япест sтartги : киш] ротбанд iauf 'ротбанд (insul ппест olitox start мh 80, шиш лllf [ротбанд mпect рстяhh start mh  1 нъх # гальная ""и glitож  sтяrt  rotband ~  30 кг ~ {щ мяrтини: шам #itox еошзaнд ua start ромди ви_ iaf 1 шtox мн рованд тиеа 'пест ~ahect  тa start гокaни 1ma amecr lt { ' мн: [гошavд fгоx (япест гов етart тal н #а; 1 робана ~лест oma 14 4( ~ola япест бva 1 hitox аect bплмп япест рошинд tu . , ешлми wf япест 9y= `  ппсова  wlf елтбанъ ииу 1m  "" aj ll_ътx #2) бзота д [f ротбанд",paper-9,0.09640775083434328,-0.3999958288495906,0.20845803840154312,1.3348480769477613,-0.36514863374233403
днэшлэ {hwvidol = iняw=э whwvidol <ашваш_ио пфртлипдсемент вмfhi [шт 1 енлилэ vhvvidou vj памэпнар шлшен 1неилэ vhwvidol днеинэ {нуidou iннинэ vнvvаvu днлинэ whvvidoц шши,paper-11,-0.20751587919642897,0.445216405877264,0.21124945111457713,0.5911263984077566,1.2223428059782546
"щъела ыji нэ шн ыишв inкurан шщэ 377 шнэмээ чп479 кхyпh niih шмиши шa шн пиимо qeilkd qbin 1r эт !нвнзэ пиiи шиj iu шшэ fmud перид leiп dun нijмкy"" а, ;}шэ"" , a a ла шиn пмуциоа fwц ma 1nna ангихаа аквэ [шл тшкаипэ 1 шниншч ши1 шло тлн тчаы , шлигэ шde чшнчила ='_mm эл7 'шишла ммни шмн na тил аy5 еаuел ынъасм вшm шел шаптуд ' анап1 d u.l иышэ пhшт",paper-10,0.44162706999809115,0.6997531817072062,1.2574648634547265,-0.47906199533914307,-1.4589158577847103
"бзнчо ""ипauи {табца vнястх к#яиавал ~douc #9 тль 57767 #ur учюова ритвя 'атурка катурка @плкховка ""доровья  65 [няouk кxn наvа iaim одобна ыhdс? о1mav #uhuvg еъаёна""яg  ыноdg hdwчv ( дхiия зелеыы адор ""бвъя ""доновья {удобна . рдобна  удобна изоляция изоляция изоляция",paper-7,0.2818407688066849,-0.353004012346159,-0.21536673424795366,-0.2364888073804961,0.6502501611011441
"8 31  f я 1 3 1 8 8 8 0 8 = g я 1 1 а 2003 8 g = = 60 кг (t 0,5 кг} # m @ 8 8 0aп = 1 з 1 а 8 il 2 g g g g ' 32,55 g 1 це 404 гост 132,55 портландцеме иa-ш =  шлаком дем  131108- ""оо . нетто масса  еешандцемент [е 8 {елемент> шщ 8 1 дискитимц 1 = wewnai ^ тоu3t108-7 -2003 цeм",paper-6,0.9983781538554984,0.0013644237105271296,1.2397209108220961,0.24080439689206,-1.0635222796844452
"acфaлы поk кирпич ""олмикс"" 1jne apolиa пленка 520 до 35 саhh 5 9 236-77-77 lnicxu портпднпuечечт пс co пош  [олодный  шиши [всепогодный | ~еицоаочикш ткzз лгатгян[uемeht поотанцмемент поатга 40ufчin1 'аn оuгиeнт ib",paper-5,-1.116863108484733,0.5924151993990656,-0.8526884823295123,0.8677413170099935,-1.5193234786231953
z1 % ге ;,tyre-8,-0.1349435647785139,-0.8927869476214819,2.3204420562633636,-0.04081731884906321,0.04798625202632023
"теяs ~ляh? zbles for ~хэс/ iitchisov iwvenskz (omraпшiи [nagesti vuv nade ""ranget",tyre-9,-1.5404746906589228,0.3554931566729228,0.462087348107924,-1.9431868752623815,2.1573463819983085
wilttiteoecse marshal muaz gslu nore zriz 225/50 =,tyre-10,0.3014352799273794,1.0820746863311457,1.1091983104439007,0.9050591783051621,0.3972075280252321
всншпlв= нонь енuisef,tyre-13,1.1189216400201871,0.4728751956449065,-0.7727175413688222,-0.03601872820933507,0.0020814880867503875
@dggelzd cuo еfгавсм @llmnluuxalo ' гевш,tyre-17,1.1686260631284522,0.36795412136969996,0.3826361202351429,-0.5855756315349575,-0.6936942092121576
~u,tyre-5,1.5600021377346547,1.3348507258978302,-2.1443422799324443,0.18657461869060313,-0.04353744671902896
всншянэ> ет зеь> шаняахеце,tyre-16,0.08102807390189741,0.19427923915438092,-1.1330360079610864,-0.8763761044667351,-0.7486674854109293
b}с sснwлlве аэыв оот>,tyre-14,1.2702648297241907,-0.6783832644088849,-2.9423723041638032,0.5747841410037122,-1.973093640472002
скау€ рапаасе,tyre-7,-0.2349929422285084,0.5177888137485441,1.9593010182275061,-0.2838407593439281,0.6173680847611918
"7 60 9 рното: philipp schwab wwwlgranfondo-cycling-com waxxis е(ц ершшr 700х40c 120 35-6 tpi psi ex ева=ешм эы tubeless '""ready",tyre-6,-0.6040947062579353,0.4350646027062936,0.6975475153420654,-1.3692009082907781,1.0395901287047598
ееншягэн,tyre-15,-0.7392847405952182,0.40453135648336436,0.6342280195049091,1.0783002058388513,-0.38289808962665
~33.2 р 8₽,glass-14,1.0383988752871665,0.3415470069236691,-0.5227338262323331,-0.18075860962281062,-0.8225787060973954
"3831 sal 241/9 iblue  ""lght biane roylf ;sua@qinrb hp ""зuara unguard hp бuaбzano'hp нлоин",glass-12,0.10492126363336811,-0.7049635918512904,1.2371333311175319,-1.6437436945151243,0.368257424158934
"agc; automotive v(e 6 43r-009545 0ot-376 m2ls ,ass 'а0о5451 s0e temferlite esg 18 wd ₽49",glass-10,-0.01337057552524978,0.9746902249717154,0.4763399170732686,-0.22185083769847616,0.04656726020734465
1 [onz iia1 ^ ' lisa,glass-11,-1.7976620161830243,1.1000244320958095,-1.0317023313118228,0.34499839301406454,-0.04688306029515544
sekuizut saint gobain e 4зn003100 оот 249 м24а5x 5 6,glass-8,-0.676099415908475,0.37625704157306644,-0.1996626362071207,0.05692115949157252,0.6109094629394618
ё2в; ; : ` '; ; '- .; 9 ? vyv {iuiitfo ₽,glass-9,0.14074719880357772,-0.33659998656593787,0.3718175547732162,-0.02326128760691145,-1.3352704821332866
7 2 $ moisrlanb sapegua dot ppg as2 43r-c м505 во -000263,glass-6,-0.13205923559297064,0.3446523347388728,0.9631922469760835,0.5972669784306615,-0.9638544144257851
#еbe уббляее ; еtюве,brick-7,1.1724641161446197,1.3315889511917116,0.1273153572869287,-0.03148278277077835,-0.06676273082034202
,brick-16,-0.1990057863738944,0.06008899130957092,-0.8034460298543059,-0.6939900901672793,-0.2525251749965938
tsaff,brick-17,0.9947027202154097,1.2137941775206909,-0.5221266837368836,-1.1704979619963263,1.2591990402447815
