doctr,image,levenstein,jaro,damerau,hamming,rating
993 os 7542 aae 2013 oprna om 9999 s - no 0. 130788 pa 999963 - a c7 1307833 g 9999 ey a - - 7889400 a,gold-5,0.23366179903355502,0.4601569257642632,0.5880589693779107,0.7449479697844572,1.8381128474742945
&f 09,gold-4,0.6868131786439204,-0.5834980453440082,-0.8937287050800313,0.89545334947609,-1.1689808849553425
,brick-1,2.061167758810566,0.04429390298188979,2.6062803749265724,-0.5718575389260053,0.30838058258953166
yu,brick-2,0.9145208799975035,0.6767164558355518,0.44494232778770243,-0.37732530126793373,-0.5729620836815263
dy ,brick-3,1.9810032038143015,1.2890069526551968,0.36348740651517836,-0.5627731910928069,-0.44758261036768404
supreme,brick-4,0.9254083594658987,1.2616669256795718,-0.44321943822116966,-1.0972786223821844,0.3757919931041846
c o m,brick-5,-0.6027224818690681,-0.5124163376826548,0.2308264929656011,-0.7293931669975766,0.013962960958934791
"ikp 221 220 - - 272 2 223 218 224 217 na 216 0a3 w 226 215 ka m. 227 214  daa, 233 a a. ub 229 212 149 172 230 211 109 171 jonci ibta 210 191 17p 200 192  208 195 194 207 206 195 205 196 d g 204 197 203 9 ammy pn 202 199 ama  ai 1a1 a 100 150 141 142 (k6 143 a ml 4.dy 144 a 140 he 1  14 - 377 c  15 115 1 kocys 1187 aa  146 147 a/ 148 49 150 151 152 ri 153 154 155)  macas arde tveete byee 15 194 134 d psu eaa 133 108 - ard kdad 132  130 129 15 au dorgons dh dcatorda fue tnav ets! 174 aw, 9a rne pau frko barae b39b kab [k33 .85 riayicde 110 111 mk goporuvn 113 : 70 o aamabon d pa 50 aesareea ag fmavs pamt mie kc nwan 39 k.k.3 a pow pir 88 (opedo ciaaaae 127 iak emm 126 idca 115 125 116 fa423, akdlo inea0 imon 164 157 124 117 omme2 au cas, 163 158 a [mcb a 162 159 i3ttt 161 1ab pe 160 22 233 234 235 216 10d1 pbxi . ryuy fdh mn 13,5 do0m it aaaai 167   et ircavude as tkb ke3 maip bk m  mmhg) 17 ps pon eoloaha ad 238 boadae m 239 y33 40 43 poy exaaleh fgc 118 maot posy, pal 119. atb uimpanet maai ",brick-6,0.3768660472643004,-0.35001508339671966,-0.28633703948625133,0.9252203630933976,-0.3831722614608755
a a 3. as 8 a -,brick-7,1.368336147659048,0.9646293148919225,0.3324419978809983,-1.108941767838933,-0.16992291437496
e5 057a5c7p0 0bb a,brick-8,0.5585875960296578,-0.913452846607113,-2.184119029228391,-0.5573495408420646,0.8104180890659458
tabb1 atmai8s aarobb ag b3 a d apacdbl ams bcmdkobb ro kpbebd babyarr axapoan 3.0 cva xaphebi,brick-9,-0.29954750097544797,0.16176854227753423,-0.9908758116602279,-0.3431643659206341,-0.4650409791862863
"ikr  ekmales lu b85 19  ni ar  4 snuan bax mmb 64 a d330 1b9 a0 (x mmb iabi beman ba saxvado sxi ykok m68 ban a7348 e3  iakb 1-48461 ram pgs mm  eca3 mptoen por s k6s bekkere ayaran rw e mj. gris mic imi ierorder) mom pgasnann aat haod xabseus! ama 5a  dar  a 0s98) daa me bi 02 15 9094 0xx018 fai ebk baret p98 kab ik3 ba851 bax orb obbireba) iragi  ibtia ya - hma 10as magi rhr pafne axa 0 y mr k.k.3. rdal ab 0b61  opsp d bi3 1993 ml fyd ia max 13501 ou pt (0plebo) o hbba eca3 t bcaroe cs jkb (mary iamas lcr e  kik3 bir ebk hk - fa33 a3 g040)  fuinee 6 grcad ms eoa 04 1x mp, e0 colahn dag bn4 aa3 a amakot d00 19ds mrahaa ramdy x0o mcb aega! be e pmbae k baaaken pmti  da dmg b3bi a3) nds anb 444 31",brick-10,0.374688430400235,1.0797483098321117,-0.05462788033524454,-1.9483509527686174,-0.7760825198726778
devoposho kaee uy dianovwirs - aeext,brick-11,1.351292760897654,0.8950684706826655,-1.446407260857425,0.03908668228490876,0.017176253621183624
,brick-12,0.8222686231725302,-0.9593723567525189,-1.7892312723874206,0.6650814749293037,-1.9633636530576217
xap -,brick-13,0.5975589847148947,-0.054320754600569204,-0.4775946795787354,-1.835633814469301,-0.55264908200687
bamsa,brick-14,-0.15636691392364974,1.258755521463569,1.4473035603187612,0.1311902591267115,-0.5050395005948394
raaa  u xapuebs,brick-15,-0.5607064258969916,-0.2943654969474749,2.0860866958237527,-1.488081040044019,-1.1293044829719507
i ohohobe,brick-16,0.5837618070963182,-0.930449229827481,0.5670692978069781,-0.20740503076359493,-2.1686820530344133
,brick-17,-1.5460036582637833,0.21610278285055518,-0.6942222728851497,-0.23446568543726742,-0.37578162638906737
,brick-18,-1.0583719001383982,-1.207992421594418,-0.06754023932430224,-0.4157334745116127,-1.3608202372937048
 a,brick-19,0.6601672779908914,0.8589576886199867,-1.339630705572902,-0.21425512580121356,-0.6650077926668136
i,brick-20,-0.6090597908042253,1.186754300429254,-1.0154447352080669,-0.3790541502359129,0.3837430756627553
imb  ,brick-21,-0.7072075529321312,0.42815851785152004,-0.2733040725379487,-1.761026258957645,0.7797799556709377
-  obdess,brick-22,-0.5318148558685001,0.8922115675549249,-0.3163948537225224,0.4928031232448801,0.9732657956549473
,brick-23,0.8903824084709763,0.36131392157655595,0.15220250739810637,1.061622501430639,0.23015656409280827
1831 (enehadkvk:,brick-24,1.4178284583704577,0.768966403310356,-0.4525165909371302,0.1043143502459906,0.6138405947559145
- 4p,brick-25,0.6995254233079724,-1.1366506045562272,1.1781656228324802,-0.9456908589981553,2.2499107244665435
3511 bmk,brick-26,-0.6875236460016692,-0.8690989074373372,0.13184942997509813,-0.1658707269823117,-0.15717838096646644
ber bemyu -,brick-27,-1.0006998020872861,-0.9483124522072613,0.4165714122322483,1.0066337786170672,-1.9196726122829764
tssreba srrek - noh e eu,brick-28,1.584405220332453,-0.40053055380697183,-0.613394751271295,-2.213556316419563,0.8950318769796921
nmm v5 1325,plastic-8,-1.3052493493293897,0.29259570083656977,-0.41093516470894276,0.3843071160443398,-0.1846325797314928
rlasebn d r r & csri snr à,plastic-9,1.9899755063495037,-0.438820940214866,0.805856081240395,0.13468710277613147,1.1543506951088902
"hmpghekamck heptexm mvctmpon tv22v12b3nvegt200 vbfotaevbaetca noj mmleh3wv qmha tekhonopkm mhk."" maccai hetto: 25-0,25kr marorobneho b poccmw",plastic-1,-0.26799857125896076,1.0095401996750222,1.789246797376408,-1.0713803100126869,-0.00822505592067014
pcc 54-2023 [octp52134-2003 06:05.10 marepwan knacc toprobagm mapka hapykhbaa man hommhabhoe aara - invcka,plastic-14,-1.787834362764024,0.47157116493271606,-1.4047990530064676,1.3950172407949928,1.025705763740308
accet k. 00e,plastic-2,-0.9978348716570249,2.105295872917476,0.693940695844551,0.39645714030074125,-0.5705785489405103
"am an ynavptn e a kamcipposan mmip 4212 knacc 4 noaknacc 4.1 cynbooyrons okn 21 6216 th b3, 326984 aa maec rorcenewwn hetro 30 * 0,5 kn",plastic-3,1.3068055488651027,-0.1175707525750913,1.7039409539405825,-0.8880676568674943,-0.5446022530323853
3system- - hot pipea pprpprc lopenrte rolrdep pipe sor epprpr 2e tppr gapprct oria soria /,plastic-11,0.31770271663491606,-1.3534334081072092,-0.23815756685339068,-1.7161069330956975,1.1946494451436036
